Line	Tibetan	Sanskrit
179	རྟག་ཏུ་སྡུག་བསྔལ་ཀུན་གྱི་རྒྱུར་གྱུར་པ། །རང་བཞིན་དགྲར་ངེས་གཞོམ་བརྩོན་བདག་ལ་དེང་། །སྡུག་བསྔལ་བརྒྱ་ཕྲག་རྒྱུར་གྱུར་གང་གིས་ཀྱང་། །ཡི་ཆད་སྒྱིད་ལུག་མི་འགྱུར་སྨོས་ཅི་དགོས། །	किमुत सततसर्वदुःखहेतून् प्रकृतिरिपूनुपहन्तुमुद्यतस्य। भवति मम विषाददैन्यमद्य व्यसनशतैरपि केन हेतुना वै॥३८॥
180	དོན་མེད་དགྲ་ཡིས་རྨ་སྲོལ་བཏོད་པ་ཡང་། །ལུས་ལ་རྒྱན་དང་འདྲ་བར་སྲེལ་བྱེད་ན། །དོན་ཆེན་སྒྲུབ་ཕྱིར་ཡང་དག་བརྩོན་གྱུར་པ། །བདག་ལ་སྡུག་བསྔལ་ཅི་ཕྱིར་གནོད་བྱེད་ཡིན། །	अकारणेनैव रिपुक्षतानि गात्रेष्वलंकारवदुद्वहन्ति। महार्थसिद्ध्यै तु समुद्यतस्य दुःखानि कस्मान्मम बाधकानि॥३९॥
181	ཉ་པ་གདོལ་པ་ཞིང་པ་ལ་སོགས་པ། །རང་གི་འཚོ་བ་ཙམ་ཞིག་སེམས་པ་ཡང་། །གྲང་དང་ཚ་ལ་སོགས་པའི་གནོད་བཟོད་ན། །འགྲོ་བ་བདེ་ཕྱིར་བདག་ལྟ་ཅིས་མི་བཟོད། །	स्वजीविकामात्रनिबद्धचित्ताः कैवर्तचण्डालकृषीवलाद्याः। शीतातपादिव्यसनं सहन्ते जगद्धितार्थं न कथं सहेऽहम्॥४०॥
182	ཕྱོགས་བཅུ་ནམ་མཁའི་མཐས་གཏུགས་པའི། །འགྲོ་བ་ཉོན་མོངས་ལས་བསྒྲལ་བར། །དམ་བཅས་གང་ཚེ་བདག་ཉིད་ཀྱང་། །ཉོན་མོངས་རྣམས་ལས་མ་གྲོལ་བ། །	दशदिग्व्योमपर्यन्तजगत्क्लेशविमोक्षणे। प्रतिज्ञाय मदात्मापि न क्लेशेभ्यो विमोचितः॥४१॥
183	བདག་གི་ཚོད་ཀྱང་མི་ཤེས་པར། །སྨྲ་བ་ཇི་ལྟར་སྨྱོན་པ་མིན། །དེ་ལྟར་ཉོན་མོངས་གཞོམ་པ་ལ། །རྟག་ཏུ་ཕྱིར་མི་ལྡོག་པར་བྱ། །	आत्मप्रमाणमज्ञात्वा ब्रुवन्नुन्मत्तकस्तदा। अनिवर्ती भविष्यामि तस्मात्क्लेशवधे सदा॥४२॥
184	འདི་ལ་བདག་གིས་ཞེན་བྱ་ཞིང་། །ཁོན་དུ་བཟུང་ནས་གཡུལ་སྤྲད་དེ། །རྣམ་པ་དེ་འདྲའི་ཉོན་མོངས་པ། །ཉོན་མོངས་འཇོམས་བྱེད་མ་གཏོགས་སོ། །	अत्र ग्रही भविष्यामि बद्धवैरश्च विग्रही। अन्यत्र तद्विधात्क्लेशात् क्लेशघातानुबन्धिनः॥४३॥
185	བདག་ནི་བསྲེགས་ཏེ་བསད་གྱུར་ཏམ། །བདག་གི་མགོ་བོ་བཅད་ཀྱང་བླའི། །རྣམ་པ་ཀུན་དུ་ཉོན་མོངས་པའི། །དགྲ་ལ་མདུད་པར་མི་བྱའོ། །	गलन्त्वन्त्राणि मे कामं शिरः पततु नाम मे। न त्वेवावनतिं यामि सर्वथा क्लेशवैरिणाम्॥४४॥
186	ཐ་མལ་དགྲ་བོ་ཡུལ་ནས་ཕྱུང་ཡང་ནི། །ཡུལ་གཞན་དག་ཏུ་གནས་ཤིང་ཡོངས་བཟུང་ནས། །ནུས་པ་བརྟས་ནས་དེ་ནས་ཕྱིར་ལྡོག་གི །ཉོན་མོངས་དགྲ་ཚུལ་དེ་དང་འདྲ་མ་ཡིན། །	निर्वासितस्यापि तु नाम शत्रोर्देशान्तरे स्थानपरिग्रहः स्यात्। यतः पुनः संभृतशक्तिरेति न क्लेशशत्रोर्गतिरीदृशी तु॥४५॥
187	ཉོན་མོངས་ཉོན་མོངས་ཤེས་རབ་མིག་གིས་སྤང་། །བདག་ཡིད་ལས་བསལ་གང་དུ་འགྲོ་བར་འགྱུར། །གང་དུ་གནས་ནས་བདག་གནོད་བྱ་ཕྱིར་འོང་། །བློ་ཞེན་བདག་ལ་བརྩོན་པ་མེད་པར་ཟད། །	क्वासौ यायान्मन्मनःस्थो निरस्तः स्थित्वा यस्मिन् मद्वधार्थं यतेत। नोद्योगो मे केवलं मन्दबुद्धेः क्लेशाः प्रज्ञादृष्टिसाध्या वराकाः॥४६॥
188	ཉོན་མོངས་རྣམས་ནི་ཡུལ་ན་མི་གནས་དབང་ཚོགས་ལ་མིན་བར་ནའང་མིན། །དེ་ལས་གཞན་ནའང་མིན་ན་འདི་དག་གར་གནས་འགྲོ་བ་ཀུན་གནོད་བྱེད། །འདི་ནི་སྒྱུ་འདྲ་དེ་ཕྱིར་སྙིང་ལ་འཇིགས་སྤོངས་ཤེས་ཕྱིར་བརྩོན་པ་བསྟེན། །དོན་མེད་ཉིད་དུ་བདག་ལ་དམྱལ་སོགས་རྣམས་སུ་ཅི་སྟེ་གནོད་པ་བྱེད། །	न क्लेशा विषयेषु नेन्द्रियगणे नाप्यन्तराले स्थिता नातोऽन्यत्र कुह स्थिताः पुनरमी मथ्नन्ति कृत्स्नं जगत्। मायैवेयमतो विमुञ्च हृदयं त्रासं भजस्वोद्यमं प्रज्ञार्थं किमकाण्ड एव नरकेष्वात्मानमाबाधसे॥४७॥
189	དེ་ལྟར་རྣམ་བསམས་ཇི་སྐད་བཤད་པ་ཡི། །བསླབ་པ་བསྒྲུབ་པའི་ཆེད་དུ་འབད་པར་བྱ། །སྨན་པའི་ངག་མ་མཉན་ན་སྨན་དག་གིས། །བཅོས་དགོས་ནད་པ་སོས་པ་ག་ལ་ཡོད། །	एवं विनिश्चित्य करोमि यत्नं यथोक्तशिक्षाप्रतिपत्तिहेतोः। वैद्योपदेशाच्चलतः कुतोऽस्ति भैषज्यसाध्यस्य निरामयत्वम्॥४८॥
