དགྲ	foe	An enemy or opponent
མཛའ	friend	A person with whom one has a bond of mutual affection
མི་རིགས	improper	Not in accordance with accepted standards or practices
རྐྱེན	conditions	Circumstances or factors influencing a situation
སོམས	reflect	To think deeply or carefully about something
བདེ་བར་མནོས	be at ease	To feel relaxed or comfortable in a situation
རང་དགས་	free will	The ability to make choices or decisions without constraint
སྡུག་བསྔལ་	suffering	Physical or mental pain or distress
ལུས་ཅན་	living being	Any entity that is alive or has life
འགྲུབ་	accomplished	Successfully completed or achieved
འབྱུང་	arise/occur	To come into existence or happen
བག་མེད་པ	careless	Lacking caution or thoughtfulness
ཚེར་མ	thorn	A sharp pointed growth on a plant
བུད་མེད	woman	An adult human female
རྔམ	crave	To feel a powerful desire for something
ཟས་གཅོད	starve	To suffer or die from hunger
འགག་	hang	To suspend or be suspended from above with the lower part dangling free
གཡང་ས	cliff	A steep rock face, especially at the edge of the sea
མཆོང་	jump	Push oneself off a surface and into the air by using the muscles in one's legs and feet
དུག	poison	A substance that is capable of causing the illness or death of a living organism when introduced or absorbed
མི་འཕྲོད	poorly	In a way that is not satisfactory or adequate
བསོད་ནམས་མ་ཡིན	unmeritorious	Not deserving praise, reward, or admiration
སྤྱོད་པ	behave	Conduct oneself in a specified way
གནོད་པ	harm	Physical injury or mental damage; hurt
ཉོན་མོངས་	afflictions	Mental states that disturb inner peace and cause suffering
བདག་སྡུག་	dear selves	One's own cherished self or person
གནོད་	harm	Damage or injury caused to someone or something
ལུས་	bodies	Physical structures of a person or animal
ཉོན་མོངས་	afflictions	Mental states that cloud the mind and lead to unwholesome actions
བདག་གསོད་	kill themselves	The act of taking one's own life
སྙིང་རྗེ་	compassion	Deep sympathy and concern for the sufferings of others
ཁྲོ་བ་	anger	A strong feeling of annoyance, displeasure, or hostility
གཞན་ལ་འཚེ་བྱེད་པ	causing harm to others	inflicting injury or damage on other people
བྱིས་པ	childish	immature or foolish in behavior or thinking
རང་བཞིན	nature	the inherent character or basic constitution of a person or thing
ཁྲོ་བ	anger	a strong feeling of annoyance, displeasure, or hostility
མི་རིགས	senseless	lacking sense or reason; foolish or unwise
སྲེག་པ	heat	the quality of being hot; high temperature
མེ་བཀོན	resenting fire	feeling bitterness or indignation at fire
སྐྱོན་	fault	A defect or imperfection
གློ་བུར་	adventitious	Happening by chance rather than by design or inherent nature
སེམས་ཅན་	beings	Living creatures, sentient beings
རང་བཞིན་	nature	The inherent character or basic constitution of a person or thing
དེས་པ་	gentle	Mild in temperament or behavior; kind or tender
ཁྲོ་བ་	anger	A strong feeling of annoyance, displeasure, or hostility
མི་རིགས་	not right	Improper or incorrect
མཁའ་	sky	The expanse of space visible from Earth's surface
དུད་འཐུལ་	wafting smoke	Smoke moving gently through the air
དབྱུག་པ་	stick	A long, thin piece of wood or other material used as a weapon or tool
འཕེན་པ་	wielder	A person who uses or handles something, especially a weapon
ཁྲོ་	angry	Feeling or showing strong annoyance, displeasure, or hostility
ཞེ་སྡང་	hatred	Intense dislike or ill will
སྦད་པ	impelled	Driven or urged to do something
ཉེས་	wrong/fault	An action that is not correct or proper
ཁྲོ་རིགས	right to get angry	Justified in feeling or expressing anger
བདག་	I/me	First-person singular pronoun
སེམས་ཅན་	sentient beings	Living creatures capable of feeling or perception
གནོད་པ་	harm/ill	Damage or injury caused to someone or something
འཚེ་བྱེད་པ་	one who harms	A person or entity that causes harm or injury to others
འབྱུང་	occur/arise	To happen or take place
མཚོན	weapon	An instrument used for fighting or attack
ལུས	body	The physical structure of a person or animal
སྡུག་བསྔལ	suffering	Physical or mental pain or distress
རྒྱུ	cause	Something that gives rise to an action, phenomenon, or condition
ཁྲོ་བ	anger	A strong feeling of annoyance, displeasure, or hostility
ཤུ་བ	blister	A small bubble on the skin filled with serum and caused by friction, burning, or other damage
སྲེད་མདོངས	craving	A powerful desire for something
གཟུགས	body	The physical structure of a person or animal
སྡུག་བསྔལ	suffering/pain	Physical or mental distress
ཁྲོ	anger/get mad	A strong feeling of annoyance, displeasure, or hostility
བྱིས་པ་	childish	Immature or foolish people
སྡུག་བསྔལ་	suffering	Physical or mental pain and distress
རྒྱུ་	causes	Factors that bring about a result
བརྐམ་པ་	thirst for	To have a strong desire or craving for something
ཉེས་པ་	wrongs	Mistakes or harmful actions
གནོད་	harm	Damage or injury caused to someone
བཀོན་	resent	To feel bitter or angry about something
དམྱལ་བ	hell	A place of suffering in Buddhist cosmology
སྲུང་མ	guardian	A protector or keeper
རལ་གྲི་ལོ་མའི་ནགས་ཚལ	sword-leaf forest	A metaphorical forest with leaves sharp as swords
ལས	karma/action	The sum of a person's actions in this and previous states of existence
ཁྲོ་བ	anger	A strong feeling of annoyance, displeasure, or hostility
ལས་	karma	The sum of a person's actions in this and previous states of existence, viewed as deciding their fate in future existences
གནོད་བྱེད་	harm-doers	Those who cause harm or injury
སེམས་ཅན་	sentient beings	Living creatures capable of feeling and perception
དམྱལ་	hell	A place regarded in various religions as a spiritual realm of evil and suffering
བརླག་	ruin	To destroy or cause great damage to
བསམ་པ་	intention	A mental state that directs one's thoughts or actions
ཡོན་ཏན་	quality	A distinctive attribute or characteristic
དམྱལ་	hell	A place or state of torment or suffering
བསྲུངས་	protect	To keep safe from harm or injury
གནོད་བྱས་	harm	To cause damage or injury
བསྲུངས་པ	protected	Kept safe from harm or danger
སྤྱོད་པ	conduct	Behavior or way of acting
ཉམས་པ	debased	Reduced in quality or value
དཀའ་ཐུབ	austerity	Strict self-discipline or self-denial
ཞིག་པ	destroyed	Ruined or broken down completely
ཡིད་	mind	The consciousness or thinking faculty
ལུས་ཅན་	physical	Having a material body or form
གཞོམ་	wound	To harm or injure
ལུས་	body	The physical structure of a person
མངོན་པར་ཞེན་པ་	fixation	Strong attachment or obsession
སྡུག་བསྔལ་	pain	Physical or mental suffering
བརྙས་	Contemptuousness	A feeling or expression of disdain or lack of respect
ཚིག་རྩུབ་	Abusive speech	Harsh or insulting language
མི་སྙན་པ་	Unpleasant	Not agreeable or enjoyable
ལུས་	Body	The physical structure of a person
སེམས་	Mind	The element of a person that enables them to be aware of the world and their experiences
ཁྲོ་	Incense	To make very angry; enrage
གཞན་དག	others	People other than oneself
མི་དགའ་བ	displeasure	A feeling of dislike or disapproval
ཚེ་འདི	this life	The current existence or lifetime
ཚེ་གཞན	another life	A future or different existence
ཟ་བར་མི་བྱེད	will not devour	Will not consume or destroy
མི་འདོད	dislike	To have an aversion or negative feeling towards something
རྙེད་པ	material gain	Acquisition of wealth or possessions
བར་ཆད	obstacle	Something that impedes or blocks progress
སྡིག་པ	wrongs	Morally incorrect or bad actions
བརྟན་པར་གནས	long remain	To persist or endure for a long time
བདག་ནི་	I	First-person singular pronoun
དེང་ཉིད་	now	At the present time
ཤི་	die	To cease living
བླའི་	better	Preferable or more desirable
ལོག་འཚོས་	wrong livelihood	Improper or unethical means of earning a living
ཡུན་རིང་	long	For an extended period of time
