བདེ་གཤེགས་ཆོས་ཀྱི་སྐུ་མངའ་སྲས་བཅས་དང་། །ཕྱག་འོས་ཀུན་ལའང་གུས་པར་ཕྱག་འཚལ་ཏེ། །བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པ་ནི། །ལུང་བཞིན་མདོར་བསྡུས་ནས་ནི་བརྗོད་པར་བྱ། །	I prostrate with respect to the sugatas, Who have the dharmakaya, and their offspring, And also to all worthy of veneration. I'll teach in brief, according to the scriptures, The way to enter the bodhisattva's vows.

Glossary:
ཕྱོགས་བཅུ་ནམ་མཁའི་མཐས་གཏུགས་པའི། །འགྲོ་བ་ཉོན་མོངས་ལས་བསྒྲལ་བར། །དམ་བཅས་གང་ཚེ་བདག་ཉིད་ཀྱང་། །ཉོན་མོངས་རྣམས་ལས་མ་གྲོལ་བ། །	When I swore I would free all beings to the ends of space in all directions from the afflictions, I myself was not yet free of the afflictions.

Glossary:
ཕྱོགས་བཅུ	ten directions	The ten directions in Buddhist cosmology: the four cardinal directions, four intermediate directions, zenith and nadir
ནམ་མཁའི་མཐས་གཏུགས་པའི	to the ends of space	Referring to the vast expanse of the universe
འགྲོ་བ	beings	Living creatures, sentient beings
ཉོན་མོངས	afflictions	Mental states that cloud the mind and cause suffering
བསྒྲལ་བར	to free	To liberate or release from something
དམ་བཅས	swore, vowed	Made a solemn promise or commitment
བདག་ཉིད	myself	Oneself, referring to the speaker
མ་གྲོལ་བ	not free	Not liberated or released
----------------------------------------------------------------------------------------------------
བདག་གི་ཚོད་ཀྱང་མི་ཤེས་པར། །སྨྲ་བ་ཇི་ལྟར་སྨྱོན་པ་མིན། །དེ་ལྟར་ཉོན་མོངས་གཞོམ་པ་ལ། །རྟག་ཏུ་ཕྱིར་མི་ལྡོག་པར་བྱ། །	How is speaking without knowing my limitations not insane? Therefore, I'll never turn back in subjugating the afflictions.

Glossary:
ཚོད་	limitations	boundaries or restrictions on one's abilities or actions
སྨྲ་བ་	speaking	the act of expressing thoughts or feelings in spoken words
སྨྱོན་པ་	insane	in a state of mind that prevents normal perception, behavior, or social interaction
ཉོན་མོངས་	afflictions	mental states that cloud the mind and manifest in unwholesome actions
གཞོམ་པ་	subjugating	bringing under control or dominion
ཕྱིར་མི་ལྡོག་པར་	never turn back	to continue forward without retreating or giving up
----------------------------------------------------------------------------------------------------
འདི་ལ་བདག་གིས་ཞེན་བྱ་ཞིང་། །ཁོན་དུ་བཟུང་ནས་གཡུལ་སྤྲད་དེ། །རྣམ་པ་དེ་འདྲའི་ཉོན་མོངས་པ། །ཉོན་མོངས་འཇོམས་བྱེད་མ་གཏོགས་སོ། །	I'll cling to this tenaciously and enter battle bearing a grudge against afflictions other than the type that conquers the afflictions.

Glossary:
ཞེན་བྱ་	cling	To hold onto or be attached to something
ཁོན་དུ་བཟུང་	bearing a grudge	Holding onto resentment or ill will
གཡུལ་སྤྲད་	enter battle	To engage in conflict or struggle
ཉོན་མོངས་པ་	afflictions	Mental states that cloud the mind and cause suffering
ཉོན་མོངས་འཇོམས་བྱེད་	conquers the afflictions	Overcoming or defeating mental afflictions
----------------------------------------------------------------------------------------------------
བདག་ནི་བསྲེགས་ཏེ་བསད་གྱུར་ཏམ། །བདག་གི་མགོ་བོ་བཅད་ཀྱང་བླའི། །རྣམ་པ་ཀུན་དུ་ཉོན་མོངས་པའི། །དགྲ་ལ་མདུད་པར་མི་བྱའོ། །	It would be better to be slain by being burnt or decapitated. In no way shall I ever bow before my enemy, the afflictions.

Glossary:
བསྲེགས་	burnt	To be consumed by fire
བསད་	slain	To be killed
མགོ་བོ་	head	The upper part of the body containing the brain
བཅད་	decapitated	To have one's head cut off
ཉོན་མོངས་པ་	afflictions	Mental states that cause suffering and dissatisfaction
དགྲ་	enemy	A person or thing that is hostile or opposed to someone or something
མདུད་པ་	bow	To bend the head or upper body as a sign of respect or submission
----------------------------------------------------------------------------------------------------
ཐ་མལ་དགྲ་བོ་ཡུལ་ནས་ཕྱུང་ཡང་ནི། །ཡུལ་གཞན་དག་ཏུ་གནས་ཤིང་ཡོངས་བཟུང་ནས། །ནུས་པ་བརྟས་ནས་དེ་ནས་ཕྱིར་ལྡོག་གི །ཉོན་མོངས་དགྲ་ཚུལ་དེ་དང་འདྲ་མ་ཡིན། །	Though ordinary enemies, when banished, will stay in other lands, which they adopt to build their power until their return, the enemy affliction is not so.

Glossary:
ཐ་མལ་དགྲ་བོ	ordinary enemies	Common or regular adversaries
ཡུལ	land	A country or territory
ཕྱུང་	banished	Expelled or forced to leave
ནུས་པ	power	Strength or ability
ཕྱིར་ལྡོག	return	Come back or go back
ཉོན་མོངས	affliction	A cause of persistent pain or distress
དགྲ་ཚུལ	enemy manner	The way or behavior of an enemy
----------------------------------------------------------------------------------------------------
ཉོན་མོངས་ཉོན་མོངས་ཤེས་རབ་མིག་གིས་སྤང་། །བདག་ཡིད་ལས་བསལ་གང་དུ་འགྲོ་བར་འགྱུར། །གང་དུ་གནས་ནས་བདག་གནོད་བྱ་ཕྱིར་འོང་། །བློ་ཞེན་བདག་ལ་བརྩོན་པ་མེད་པར་ཟད། །	Wretched afflictions, cast out by the eye of prajna! When they are driven from my mind, where can they go? Where can they stay so that they can return to harm me? It's just that I, weak-minded, have not persevered.

Glossary:
ཉོན་མོངས་	afflictions	Mental states that cloud the mind and cause suffering
ཤེས་རབ་	prajna	Transcendent wisdom or insight
མིག་	eye	Organ of sight, here used metaphorically
བདག་ཡིད་	my mind	One's own consciousness or mental faculties
གནོད་	harm	To cause damage or injury
བློ་ཞེན་	weak-minded	Lacking mental strength or resolve
བརྩོན་པ་	persevered	To persist in an effort despite difficulties
----------------------------------------------------------------------------------------------------
ཉོན་མོངས་རྣམས་ནི་ཡུལ་ན་མི་གནས་དབང་ཚོགས་ལ་མིན་པར་ནའང་མིན། །དེ་ལས་གཞན་ནའང་མིན་ན་འདི་དག་གར་གནས་འགྲོ་བ་ཀུན་གནོད་བྱེད། །འདི་ནི་སྒྱུ་འདྲ་དེ་ཕྱིར་སྙིང་ལ་འཇིགས་སྤོངས་ཤེས་ཕྱིར་བརྩོན་པ་བསྟེན། །དོན་མེད་ཉིད་དུ་བདག་ལ་དམྱལ་སོགས་རྣམས་སུ་ཅི་སྟེ་གནོད་པ་བྱེད། །	Afflictions do not dwell in objects, in the senses, or between. Nor are they somewhere else. Where do they dwell that harm all beings? They're like illusions. Rid your heart of fear, and apply diligence for the sake of understanding. Why let them torment you pointlessly in hell and other realms?

Glossary:
ཉོན་མོངས་	Afflictions	Mental states that cloud the mind and cause suffering
ཡུལ་	Objects	External phenomena perceived by the senses
དབང་ཚོགས་	Senses	The faculties of perception
འགྲོ་བ་	Beings	Living creatures
སྒྱུ་	Illusions	Deceptive appearances without substance
བརྩོན་པ་	Diligence	Persistent effort or application
ཤེས་	Understanding	Comprehension or knowledge
དམྱལ་	Hell	A realm of intense suffering in Buddhist cosmology
----------------------------------------------------------------------------------------------------
དེ་ལྟར་རྣམ་བསམས་ཇི་སྐད་བཤད་པ་ཡི། །བསླབ་པ་བསྒྲུབ་པའི་ཆེད་དུ་འབད་པར་བྱ། །སྨན་པའི་ངག་མ་མཉན་ན་སྨན་དག་གིས། །བཅོས་དགོས་ནད་པ་སོས་པ་ག་ལ་ཡོད། །	I've contemplated thus and now will strive To undertake the precepts as described. How can a patient who needs medicine Be cured if they ignore the doctor's advice?
