Root,Commentary
དགའ་བའི་རྒྱུ་ནི་མཐའ་ཡས་པའི། །དམ་ཆོས་དགའ་བའི་མཆོག་སྤངས་ནས། །སྡུག་བསྔལ་རྒྱུ་ཡིས་གཡེང་བ་དང་། །རྒོད་སོགས་ལ་ཁྱོད་ཅི་ཕྱིར་དགའ། །,དགའ་བའི་རྒྱུན་ཞེས་སྨོས་ཏེ། དགའ་བ་ནི་ཞེན་པའོ། །རྒྱུན་ནི་བདེ་བའི་རྒྱུན་ནོ། །མཐའ་ཡས་པ་ནི་བརྩིས་མི་ལང་བའོ། །རྒོད་པ་ནི་ལུས་དང་སེམས་མ་ནོན་པའོ། །
སྒྱིད་ལུག་མེད་དང་དཔུང་ཚོགས་དང་། །ལྷུར་བླང་བདག་ཉིད་དབང་བྱ་དང་། །བདག་དང་གཞན་དུ་མཉམ་པ་དང་། །བདག་དང་གཞན་དུ་བརྗེ་བར་གྱིས། །,སྒྱིད་ལུག་པའི་དབང་དུ་གྱུར་པ་རྣམས་དགག་པར་བསྟན་པའི་ཕྱིར། སྒྱིད་མ་ལུག་པ་དང་ཞེས་སྨོས་ཏེ། སྒྱིད་མ་ལུག་པ་དང་སྟོབས་ཀྱི་ཚོགས་དང་འབད་པ་སྟེ་འབད་རྩོལ་དང་བདག་ཉིད་དབང་དུ་འགྱུར་ཏེ་བདག་ཉིད་དབང་དུ་བྱས་པའམ། ཡང་ན་གསུམ་དང་ལྡན་པས་བདག་ཉིད་དབང་དུ་གྱུར་པ་དང་བདག་དང་གཞན་དུ་མཉམ་པ་དང་། བདག་དང་གཞན་དུ་བརྗེ་བ་རྣམས་ནི་གཉེན་པོའི་ཕྱོགས་སོ། །
བདག་གིས་བྱང་ཆུབ་ག་ལ་ཞེས། །སྒྱིད་ལུག་པར་ནི་མི་བྱ་སྟེ། །འདི་ལྟར་དེ་བཞིན་གཤེགས་པ་ནི། །བདེན་པ་གསུང་བས་བདེན་འདི་གསུངས། །,དེ་ལ་སྒྱིད་མ་ལུག་པར་བསྟན་པའི་ཕྱིར། བདག་གིས་ཞེས་བྱ་བ་ལ་སོགས་པ་སྨོས་ཏེ། བདག་ལྟ་བུས་བྱང་ཆུབ་ཐོབ་པར་ག་ལ་ནུས་ཞེས་ཚུལ་དེ་ལྟར་ཡི་བསད་པར་མི་བྱ་སྟེ། གང་གི་ཕྱིར་དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས་པ་དེའི་ཕྱིར་ཡི་གསད་པར་མི་བྱའོ་ཞེས་བྱ་བར་འབྲེལ་ཏོ། །ཇི་སྐད་གསུངས་སྙམ་པ་ལ། སྦྲང་བུ་ཞེས་སྨོས་ཏེ། དེས་ཀྱང་བརྩོན་པ་བསྐྱེད་ནས་འཐོབ་པར་རོ། །
སྦྲང་བུ་ཤ་སྦྲང་བུང་བ་དང་། །དེ་བཞིན་སྲིན་བུར་གང་གྱུར་པ། །དེས་ཀྱང་བརྩོན་པའི་སྟོབས་བསྐྱེད་ན། །བྱང་ཆུབ་ཐོབ་དཀའ་བླ་མེད་འཐོབ། །,
བདག་ལྟ་རིགས་ཀྱིས་མིར་སྐྱེས་ལ། །ཕན་དང་གནོད་པའི་ངོ་ཤེས་པས། །བྱང་ཆུབ་སྤྱོད་པ་མ་བཏང་ན། །བདག་གིས་བྱང་ཆུབ་ཅིས་མི་འཐོབ། །,རིགས་ཀྱི་མིར་སྐྱེས་ཞེས་བྱ་བ་ནི་བདག་གི་རིགས་མིར་སྐྱེ་བ་ཐོབ་པར་གྱུར་པའོ། །བྱང་ཆུབ་སྤྱོད་པ་ནི་བྱང་ཆུབ་ཀྱི་སེམས་སོ། །ཅིས་མི་ཐོབ་ཅེས་བྱ་བ་ནི་ཅིས་ཀྱང་འཐོབ་པའོ། །
འོན་ཏེ་རྐང་ལག་ལ་སོགས་པ། །བཏང་དགོས་བདག་ནི་འཇིགས་ཤེ་ན། །ལྕི་དང་ཡང་བ་མ་དཔྱད་པར། །རྨོངས་པས་བདག་ནི་འཇིགས་པར་ཟད། །,ལྕི་བ་ནི་ཆེན་པོ་ཉིད་དོ། །ཡང་བ་ནི་དཀའ་སླ་ཆུང་བའོ། །མ་དཔྱད་པ་ནི་དཔྱོད་མི་བཟོད་པས་སོ། །རྨོངས་པ་ནི་མི་ཤེས་པའོ། །
བསྐལ་པ་བྱེ་བ་གྲངས་མེད་དུ། །ལན་གྲངས་དུ་མར་བཅད་པ་དང་། །དབུག་དང་བསྲེག་དང་གཤེགས་འགྱུར་གྱི། །བྱང་ཆུབ་ཐོབ་པར་མི་འགྱུར་རོ། །,ལྕི་བ་ལ་མ་རྨོངས་པ་ཉིད་བསྟན་པའི་ཕྱིར། བསྐལ་པ་ཞེས་སྨོས་སོ། །
བདག་གིས་བྱང་ཆུབ་སྒྲུབ་པ་ཡི། །སྡུག་བསྔལ་འདི་ནི་ཚོད་ཡོད་དེ། །ཟུག་རྔུ་ཁོང་བརླག་གནོད་བསལ་ཕྱིར། །ལུས་རྨ་བཏོད་པའི་སྡུག་བསྔལ་བཞིན། །,ཡང་བ་ལ་མ་རྨོངས་པ་ཉིད་བསྟན་པའི་ཕྱིར། བདག་གིས་ཞེས་པ་སྨོས་ཏེ། འདི་ནི་ཞེས་པ་ལག་པ་ལ་སོགས་པ་སྦྱིན་པའོ། །ཚོད་ཡོད་ཅེས་པ་ནི་དཀའ་སླ་མེད་པའོ། །གནོད་བསལ་ཕྱིར་ཞེས་པ་ནི་བཏོན་ནས་བཏང་བ་སྟེ་བསལ་བར་བྱ་བའི་ཕྱིར་རོ། །སྡུག་བསྔལ་ནི་རང་དང་གཞན་གྱི་རྒྱུད་ལ་སྐྱེས་པའི་སྡུག་བསྔལ་ལོ། །
སྨན་པ་ཀུན་ཀྱང་གསོ་དཔྱད་ཀྱི། །མི་བདེ་བ་ཡིས་ནད་མེད་བྱེད། །དེ་བས་སྡུག་བསྔལ་མང་པོ་དག །གཞོམ་ཕྱིར་མི་བདེ་ཆུང་བཟོད་བྱ། །,མི་བདེ་ཆུང་བཟོད་ཅེས་པ་ནི་ལག་པ་ལ་སོགས་པ་སྦྱིན་པའོ། །
གསོ་དཔྱད་ཕལ་པ་འདི་འདྲ་བ། །སྨན་པ་མཆོག་གིས་མ་མཛད་དེ། །ཆོ་ག་ཤིན་ཏུ་འཇམ་པོ་ཡིས། །ནད་ཆེན་དཔག་མེད་གསོ་བར་མཛད། །,ལས་དང་པོ་པའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ་དཀའ་བ་སྤྱོད་པ་མ་གནང་ངོ་ཞེས་བསྟན་པའི་ཕྱིར། གསོ་དཔྱད་ཅེས་སྨོས་ཏེ། ལག་པ་ལ་སོགས་པ་སྦྱིན་པའི་མཚན་ཉིད་དོ། །སྨན་པའི་མཆོག་ནི་ཐམས་ཅད་མཁྱེན་པའོ། །མ་མཛད་པ་ནི་རྗེས་སུ་མ་གནང་བའོ། །འཇམ་པོས་ཏེ་བྱམས་པས་སོ། །ནད་ཆེན་དཔག་མེད་ནི་འདོད་ཆགས་ལ་སོགས་པའི་ནད་ཀྱིས་ཐེབས་པའོ། །གསོ་བར་མཛད་པ་ནི་ནད་གྲོལ་བར་མཛད་པའོ།
ཚོད་མ་ལ་སོགས་སྦྱིན་པ་ལའང་། །འདྲེན་པས་ཐོག་མར་སྦྱོར་བར་མཛད། །དེ་ལ་གོམས་ནས་ཕྱི་ནས་ནི། །རིམ་གྱིས་རང་གི་ཤ་ཡང་གཏོང་། །,སྤྱོད་པ་འཇམ་པོ་དེ་ཉིད་བསྟན་པའི་ཕྱིར། ཚོད་མ་ལ་སོགས་ཞེས་པ་ནི་དང་པོའོ། །
གང་ཚེ་རང་གི་ལུས་ལ་ནི། །ཚོད་སོགས་ལྟ་བུའི་བློ་སྐྱེས་པ། །དེ་ཚེ་ཤ་ལ་སོགས་གཏོང་བ། །དེ་ལ་དཀའ་བ་ཅི་ཞིག་ཡོད། །,རང་གི་ཤ་སྦྱིན་པའི་སྤྱོད་པ་བརླིང་པོ་སུས་བྱེད་པར་ནུས་སྙམ་པ་ལ། གང་ཚེ་ཞེས་སྨོས་ཏེ། བློ་ནི་འདུ་ཤེས་སོ། །
སྡིག་པ་སྤང་ཕྱིར་སྡུག་བསྔལ་མེད། །མཁས་པའི་ཕྱིར་ན་མི་དགའ་མེད། །འདི་ལྟར་ལོག་པར་རྟོག་པ་དང་། །སྡིག་པས་སེམས་དང་ལུས་ལ་གནོད། །,སེམས་ཅན་གཅིག་གི་ཆེད་དུ་ཡུན་རིང་པོར་འཁོར་བར་སྡུག་བསྔལ་ཉམས་སུ་ལེན་པ་ཇི་ལྟར་ན་དཀའ་བ་སྤྱོད་པར་མི་བྱ་སྙམ་པ་ལ། སྡིག་པ་ཞེས་སྨོས་ཏེ། མཁས་པའི་ཕྱིར་ནི་ཞེས་པ་ནི་ལོག་པར་རྟོགས་པ་དང་བྲལ་བའི་ཕྱིར་རོ། །གང་གི་ཕྱིར་འདི་ལྟར་ལོག་པར་རྟོགས་པ་དང་སྡིག་པ་གཉིས་ཀྱིས་སེམས་དང་ལུས་ལ་གནོད་པར་འགྱུར་བ་སྟེ།
བསོད་ནམས་ཀྱིས་ནི་ལུས་བདེ་ལ། །མཁས་པ་ཡིས་ནི་སེམས་བདེ་ན། །གཞན་དོན་འཁོར་བར་གནས་ཀྱང་ནི། །སྙིང་རྗེ་ཅན་དག་ཅི་སྟེ་སྐྱོ། །,འདི་ཉིད་བསྟན་པའི་ཕྱིར། བསོད་ནམས་ཞེས་སྨོས་པ་ལ། བདེ་བ་སྐྱེས་པས་ན་བདེ་བའོ། །འདོད་པ་མྱུར་དུ་སྒྲུབ་པའི་མཆོག་ནི་ཉན་ཐོས་ཀྱི་ཐེག་པ་ལ་བརྟེན་ཏོ་སྙམ་པ་ལ།
འདི་ནི་བྱང་ཆུབ་སེམས་སྟོབས་ཀྱིས། །སྔོན་གྱི་སྡིག་པ་ཟད་བྱེད་ཅིང་། །བསོད་ནམས་རྒྱ་མཚོ་སྡུད་བྱེད་ཕྱིར། །ཉན་ཐོས་རྣམས་པས་མཆོག་ཏུ་བཤད། །,འདི་ནི་ཞེས་སྨོས་ཏེ་སྔོན་གྱི་སྡིག་པ་རྣམས་མ་ལུས་པར་ཟད་པར་བྱེད་པའོ། །རྒྱ་མཚོ་ཞེས་པ་ནི་ཚོགས་སོ། །བསོད་ནམས་ཀྱིས་བདེ་བ་ནས་བདེ་བར་འགྲོ་བ་ཐོབ་པར་འགྱུར་བའོ། །སྟོབས་ཀྱིས་ཞེས་པས་སྔར་བརྗོད་པའི་མི་མཐུན་པའི་ཕྱོགས་ལས་རྒྱལ་བར་བྱེད་པས་ན་སྟོབས་སོ། །དེ་ཉིད་བཞི་འདུས་པའི་རང་བཞིན་ཡིན་པའི་ཕྱིར་ཚོགས་སོ། །
དེ་བས་སྐྱོ་ངལ་ཀུན་སེལ་བའི། །བྱང་ཆུབ་སེམས་ཀྱི་རྟ་ཞོན་ནས། །བདེ་ནས་བདེ་བར་འགྲོ་བ་ལ། །སེམས་ཤེས་སུ་ཞིག་སྒྱིད་ལུག་འགྱུར། །,
སེམས་ཅན་དོན་གྲུབ་བྱ་ཕྱིར་དཔུང་། །མོས་བརྟན་དགའ་དང་དོར་བ་ཡིན། །མོས་པ་སྡུག་བསྔལ་འཇིགས་པ་དང་། །དེ་ཡི་ཕན་ཡོན་བསམ་པས་བསྐྱེད། །,དེ་བསྟན་པར་བྱ་བའི་ཕྱིར། སེམས་ཅན་དོན་ཞེས་སྨོས་ཏེ། གྲུབ་བྱ་ན་སྟེ། གྲུབ་པར་བྱ་བའི་དོན་ཏོ། །མོས་པ་ནི་དགེ་བ་ལ་སྤྲོ་བའོ། །བརྟན་པ་ནི་བརྩམས་པ་མཐར་ཕྱིན་པའོ། །དགའ་བ་ནི་དམ་པའི་ལས་ལ་ཞེན་པའོ། །དོར་བ་ནི་ནམ་མི་ནུས་པའི་སྐབས་སུ་གཏོང་ཞིང་ཀློད་པའོ། །དེ་ལ་མོས་པའི་སྐྱེ་བའི་རྒྱུ་བསྟན་པའི་ཕྱིར། མོས་པ་ཞེས་སྨོས་ཏེ། སྡུག་བསྔལ་ནི་དམྱལ་བ་ལ་སོགས་པའོ། །དགེ་བའི་ཕན་ཡོན་ནི་བདེ་གཤེགས་སུ་སྐྱེ་བ་ལ་སོགས་པའོ། །བསམ་པ་ཞེས་པ་ནི་ཡང་ནས་ཡང་དུ་བསམ་པས་སོ། །
